,Entry,Entry name,Status,Protein names,Gene,Organism,Length,Gene16,PP,gene
1040,Q88DK0,Q88DK0_PSEPK,unreviewed,UPF0056 inner membrane protein,PP_4825,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),198,PP_4825,PP_4825,PP_4825
1065,Q88DJ9,Q88DJ9_PSEPK,unreviewed,Precorrin-3B C17-methyltransferase,cobJ PP_4826,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),565,cobJ,PP_4826,cobJ
3971,Q88DJ8,Q88DJ8_PSEPK,unreviewed,Precorrin-2 C(20)-methyltransferase (EC 2.1.1.130),cobI PP_4827,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),244,cobI,PP_4827,cobI
211,Q88DJ7,Q88DJ7_PSEPK,unreviewed,Precorrin-8X methylmutase (EC 5.4.99.61),cobH PP_4828,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),208,cobH,PP_4828,cobH
4318,Q88DJ6,Q88DJ6_PSEPK,unreviewed,Putative precorrin-3B synthase (EC 1.14.13.83),cobG PP_4829,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),443,cobG,PP_4829,cobG
3836,Q88DJ5,Q88DJ5_PSEPK,unreviewed,"Precorrin-6Y C(5,15)-methyltransferase (EC 2.1.1.132)",cobL PP_4830,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),403,cobL,PP_4830,cobL
5405,Q88DJ4,CBID_PSEPK,reviewed,Cobalt-precorrin-5B C(1)-methyltransferase (EC 2.1.1.195) (Cobalt-precorrin-6A synthase),cbiD PP_4831,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),364,cbiD,PP_4831,cbiD
717,Q88DJ3,Q88DJ3_PSEPK,unreviewed,Precorrin-6x reductase,cobK PP_4832,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),239,cobK,PP_4832,cobK
2172,Q88DJ2,Q88DJ2_PSEPK,unreviewed,SURF1 domain protein,PP_4833,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),143,PP_4833,PP_4833,PP_4833
3397,Q88DJ1,Q88DJ1_PSEPK,unreviewed,SPFH domain/Band 7 family protein,PP_4834,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),284,PP_4834,PP_4834,PP_4834
1158,Q88DJ0,Q88DJ0_PSEPK,unreviewed,Uncharacterized protein,PP_4835,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),129,PP_4835,PP_4835,PP_4835
1387,Q88DI9,Q88DI9_PSEPK,unreviewed,Uncharacterized protein,PP_4836,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),161,PP_4836,PP_4836,PP_4836
846,Q88DI8,Q88DI8_PSEPK,unreviewed,Uncharacterized protein,PP_4837,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),143,PP_4837,PP_4837,PP_4837
3845,Q88DI7,Q88DI7_PSEPK,unreviewed,Outer membrane copper receptor OprC,oprC PP_4838,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),688,oprC,PP_4838,oprC
2239,Q88DI6,Q88DI6_PSEPK,unreviewed,Putative iron-regulated membrane protein,PP_4839,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),455,PP_4839,PP_4839,PP_4839
4548,Q88DI5,Q88DI5_PSEPK,unreviewed,"D-alanine, beta-alanine, D-serine, glycine permease",cycA PP_4840,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),468,cycA,PP_4840,cycA
4211,Q88DI4,Q88DI4_PSEPK,unreviewed,"Putative Urea ABC transporter, periplasmic protein",urtA PP_4841,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),421,urtA,PP_4841,urtA
2255,Q88DI3,Q88DI3_PSEPK,unreviewed,Putative Urea ABC transporter,urtB PP_4842,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),495,urtB,PP_4842,urtB
4578,Q88DI2,Q88DI2_PSEPK,unreviewed,"Putative Urea ABC transporter, permease protein",urtC PP_4843,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),359,urtC,PP_4843,urtC
3874,Q88DI1,Q88DI1_PSEPK,unreviewed,"Putative Urea ABC transporter, ATP-binding protein",urtD PP_4844,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),285,urtD,PP_4844,urtD
4284,Q88DI0,Q88DI0_PSEPK,unreviewed,"Putative Urea ABC transporter, ATP-binding protein",urtE PP_4845,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),232,urtE,PP_4845,urtE
1933,Q88DH9,Q88DH9_PSEPK,unreviewed,L-amino acid N-acyltransferase (EC 2.3.1.-),mnaT PP_4846,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),171,mnaT,PP_4846,mnaT
5265,Q88DH8,CBPM_PSEPK,reviewed,Chaperone modulatory protein CbpM,cbpM PP_4847,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),101,cbpM,PP_4847,cbpM
5233,Q88DH7,CBPA_PSEPK,reviewed,Curved DNA-binding protein,cbpA PP_4848,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),319,cbpA,PP_4848,cbpA
1941,Q88DH6,Q88DH6_PSEPK,unreviewed,Putative DnaK protein,PP_4849,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),423,PP_4849,PP_4849,PP_4849
753,Q88DH5,Q88DH5_PSEPK,unreviewed,Uncharacterized protein,PP_4850,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),355,PP_4850,PP_4850,PP_4850
61,Q88DH4,Q88DH4_PSEPK,unreviewed,"Phosphate starvation-inducible protein, PSIF",PP_4851,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),106,PP_4851,PP_4851,PP_4851
2822,Q88DH3,Q88DH3_PSEPK,unreviewed,"Transcriptional regulator, AraC family",PP_4852,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),262,PP_4852,PP_4852,PP_4852
706,Q88DH2,Q88DH2_PSEPK,unreviewed,Putative permease of the drug/metabolite transporter (DMT) superfamily,PP_4853,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),293,PP_4853,PP_4853,PP_4853
2534,Q88DH1,Q88DH1_PSEPK,unreviewed,Lipase,lip PP_4854,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),315,lip,PP_4854,lip
2074,Q88DH0,Q88DH0_PSEPK,unreviewed,Osmotically-inducible lipoprotein OsmE,PP_4855,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),113,PP_4855,PP_4855,PP_4855
1653,Q88DG9,Q88DG9_PSEPK,unreviewed,"Ferritin, Dps family protein",PP_4856,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),168,PP_4856,PP_4856,PP_4856
1824,Q88DG8,Q88DG8_PSEPK,unreviewed,Uncharacterized protein YhjG,yhjG PP_4857,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),688,yhjG,PP_4857,yhjG
2148,Q88DG7,Q88DG7_PSEPK,unreviewed,Uncharacterized protein,PP_4858,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),165,PP_4858,PP_4858,PP_4858
3192,Q88DG6,Q88DG6_PSEPK,unreviewed,"Transcriptional regulator, TetR family",PP_4859,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),211,PP_4859,PP_4859,PP_4859
733,Q88DG5,Q88DG5_PSEPK,unreviewed,Putative Mannose-6-phosphate isomerase,PP_4860,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),377,PP_4860,PP_4860,PP_4860
2000,Q88DG4,Q88DG4_PSEPK,unreviewed,Uncharacterized protein,PP_4861,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),82,PP_4861,PP_4861,PP_4861
3275,Q88DG3,Q88DG3_PSEPK,unreviewed,"3-hydroxy acid dehydrogenase, NADP-dependent / malonic semialdehyde reductase (EC 1.1.1.276) (EC 1.1.1.298)",ydfG PP_4862,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),254,ydfG,PP_4862,ydfG
4546,Q88DG2,Q88DG2_PSEPK,unreviewed,High-affinity branched-chain amino acid transport ATP-binding protein,livF-II PP_4863,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),238,livF-II,PP_4863,livF-II
1201,Q88DG1,Q88DG1_PSEPK,unreviewed,High-affinity branched-chain amino acid transport ATP-binding protein BraF,braF PP_4864,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),291,braF,PP_4864,braF
2345,Q88DG0,Q88DG0_PSEPK,unreviewed,High-affinity branched-chain amino acid transport system permease protein BraE,braE PP_4865,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),435,braE,PP_4865,braE
3320,Q88DF9,Q88DF9_PSEPK,unreviewed,High-affinity branched-chain amino acid transport system permease protein BraD,braD PP_4866,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),304,braD,PP_4866,braD
2742,Q88DF8,Q88DF8_PSEPK,unreviewed,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein (BraC-like)",PP_4867,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),378,PP_4867,PP_4867,PP_4867
5152,Q88DF7,PNCB_PSEPK,reviewed,Nicotinate phosphoribosyltransferase (NAPRTase) (EC 6.3.4.21),pncB PP_4868,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),401,pncB,PP_4868,pncB
5468,Q88DF6,NADE_PSEPK,reviewed,NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5),nadE PP_4869,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),275,nadE,PP_4869,nadE
4311,Q88DF5,Q88DF5_PSEPK,unreviewed,Azurin,PP_4870,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),149,PP_4870,PP_4870,PP_4870
3482,Q88DF4,Q88DF4_PSEPK,unreviewed,Cytokinin riboside 5'-monophosphate phosphoribohydrolase (EC 3.2.2.n1),PP_4871,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),195,PP_4871,PP_4871,PP_4871
5226,Q88DF3,Y4872_PSEPK,reviewed,UPF0313 protein PP_4872,PP_4872,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),766,ygiQ,PP_4872,ygiQ
2749,Q88DF2,Q88DF2_PSEPK,unreviewed,Replicative DNA helicase (EC 3.6.4.12),dnaB PP_4873,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),465,dnaB,PP_4873,dnaB
4932,Q88DF1,RL9_PSEPK,reviewed,50S ribosomal protein L9,rplI PP_4874,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),148,rplI,PP_4874,rplI
490,Q88DF0,Q88DF0_PSEPK,unreviewed,Uncharacterized protein,PP_4875,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),287,PP_4875,PP_4875,PP_4875
4920,Q88DE9,RS18_PSEPK,reviewed,30S ribosomal protein S18,rpsR PP_4876,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),76,rpsR,PP_4876,rpsR
4926,Q88DE8,RS6_PSEPK,reviewed,30S ribosomal protein S6,rpsF PP_4877,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),141,rpsF,PP_4877,rpsF
4919,Q88DE7,RLMB_PSEPK,reviewed,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (EC 2.1.1.185) (23S rRNA (guanosine2251 2'-O)-methyltransferase) (23S rRNA Gm2251 2'-O-methyltransferase),rlmB PP_4879,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),248,rlmB,PP_4879,rlmB
3289,Q88DE6,Q88DE6_PSEPK,unreviewed,Ribonuclease R (RNase R) (EC 3.1.13.1),rnr PP_4880,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),857,rnr,PP_4880,rnr
4692,Q88DE5,Q88DE5_PSEPK,unreviewed,"Putative Iron ABC transporter, periplasmic iron-binding protein",PP_4881,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),337,PP_4881,PP_4881,PP_4881
45,Q88DE4,Q88DE4_PSEPK,unreviewed,"Iron ABC transporter, permease protein",PP_4882,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),521,PP_4882,PP_4882,PP_4882
3015,Q88DE2,Q88DE2_PSEPK,unreviewed,Uncharacterized protein,PP_4885,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),323,PP_4885,PP_4885,PP_4885
2296,Q88DE1,Q88DE1_PSEPK,unreviewed,Uncharacterized protein,PP_4886,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),181,PP_4886,PP_4886,PP_4886
703,Q88DE0,Q88DE0_PSEPK,unreviewed,Uncharacterized protein,PP_4887,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),152,PP_4887,PP_4887,PP_4887
1947,Q88DD9,Q88DD9_PSEPK,unreviewed,Putative methyl-accepting chemotaxis transducer,PP_4888,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),644,PP_4888,PP_4888,PP_4888
4993,Q88DD8,PURA_PSEPK,reviewed,Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase),purA PP_4889,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),430,purA,PP_4889,purA
5243,Q88DD7,HISZ_PSEPK,reviewed,ATP phosphoribosyltransferase regulatory subunit,hisZ PP_4890,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),395,hisZ,PP_4890,hisZ
3152,Q88DD6,Q88DD6_PSEPK,unreviewed,Protein HflC,hflC PP_4891,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),289,hflC,PP_4891,hflC
418,Q88DD5,Q88DD5_PSEPK,unreviewed,Protein HflK,hflK PP_4892,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),405,hflK,PP_4892,hflK
3758,Q88DD4,Q88DD4_PSEPK,unreviewed,GTPase HflX (GTP-binding protein HflX),hflX PP_4893,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),433,hflX,PP_4893,hflX
5473,Q88DD3,HFQ_PSEPK,reviewed,RNA-binding protein Hfq,hfq PP_4894,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),86,hfq,PP_4894,hfq
5079,Q88DD2,MIAA_PSEPK,reviewed,tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase),miaA PP_4895,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),323,miaA,PP_4895,miaA
4903,Q88DD1,MUTL_PSEPK,reviewed,DNA mismatch repair protein MutL,mutL PP_4896,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),632,mutL,PP_4896,mutL
2853,Q88DD0,Q88DD0_PSEPK,unreviewed,N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),amiC PP_4897,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),476,amiC,PP_4897,amiC
1121,Q88DC9,Q88DC9_PSEPK,unreviewed,t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE (tRNA threonylcarbamoyladenosine biosynthesis protein TsaE),tsaE PP_4898,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),157,tsaE,PP_4898,tsaE
3350,Q88DC8,Q88DC8_PSEPK,unreviewed,ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase),nnrD PP_4899,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),286,nnrD,PP_4899,nnrD
2456,Q88DC7,Q88DC7_PSEPK,unreviewed,Epoxyqueuosine reductase (EC 1.17.99.6) (Queuosine biosynthesis protein QueG),queG PP_4900,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),354,queG,PP_4900,queG
4132,Q88DC6,Q88DC6_PSEPK,unreviewed,Conserved inner membrane protein,yicG PP_4901,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),203,yicG,PP_4901,yicG
4988,Q88DC5,ORN_PSEPK,reviewed,Oligoribonuclease (EC 3.1.-.-),orn PP_4902,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),180,orn,PP_4902,orn
5156,Q88DC4,RSGA_PSEPK,reviewed,Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-),rsgA PP_4903,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),343,rsgA,PP_4903,rsgA
439,Q88DC3,Q88DC3_PSEPK,unreviewed,Flagellar motor rotation protein,motB PP_4904,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),346,motB,PP_4904,motB
4797,Q88DC2,Q88DC2_PSEPK,unreviewed,Flagellar motor rotation protein,motA PP_4905,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),283,motA,PP_4905,motA
777,Q88DC1,Q88DC1_PSEPK,unreviewed,HDOD domain-containing protein,PP_4906,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),511,PP_4906,PP_4906,PP_4906
271,Q88DC0,Q88DC0_PSEPK,unreviewed,Sulfurtransferase,rhdA PP_4907,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),269,rhdA,PP_4907,rhdA
4930,Q88DB9,PSD_PSEPK,reviewed,Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain],psd PP_4908,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),287,psd,PP_4908,psd
3815,Q88DB8,Q88DB8_PSEPK,unreviewed,O-phosphoserine phosphohydrolase (EC 3.1.3.3) (Phosphoserine phosphatase),serB PP_4909,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),415,serB,PP_4909,serB
141,Q88DB7,Q88DB7_PSEPK,unreviewed,Uncharacterized protein,PP_4910,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),485,PP_4910,PP_4910,PP_4910
3395,Q88DB6,Q88DB6_PSEPK,unreviewed,ABC_trans_aux domain-containing protein,PP_4911,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),251,PP_4911,PP_4911,PP_4911
3211,Q88DB5,Q88DB5_PSEPK,unreviewed,DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A),parC PP_4912,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),752,parC,PP_4912,parC
1475,Q88DB4,Q88DB4_PSEPK,unreviewed,Uncharacterized protein,PP_4913,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),172,PP_4913,PP_4913,PP_4913
758,Q88DB3,Q88DB3_PSEPK,unreviewed,Putative phytase-like protein (EC 3.1.3.8),PP_4914,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),341,PP_4914,PP_4914,PP_4914
2656,Q88DB2,Q88DB2_PSEPK,unreviewed,DNA topoisomerase 4 subunit B (EC 5.6.2.2) (Topoisomerase IV subunit B),parE PP_4915,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),634,parE,PP_4915,parE
3503,Q88DB1,Q88DB1_PSEPK,unreviewed,Putative esterase,PP_4916,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),202,PP_4916,PP_4916,PP_4916
1620,Q88DB0,Q88DB0_PSEPK,unreviewed,"3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (3',5'-cyclic AMP phosphodiesterase) (cAMP phosphodiesterase) (EC 3.1.4.53)",cpdA pde PP_4917,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),266,pde,PP_4917,pde
2776,Q88DA9,Q88DA9_PSEPK,unreviewed,Uncharacterized protein,PP_4918,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),150,PP_4918,PP_4918,PP_4918
122,Q88DA8,Q88DA8_PSEPK,unreviewed,ADP-ribose diphosphatase (EC 3.6.1.13) (ADP-ribose phosphohydrolase) (ADP-ribose pyrophosphatase) (Adenosine diphosphoribose pyrophosphatase),nudF PP_4919,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),209,nudF,PP_4919,nudF
3163,Q88DA7,Q88DA7_PSEPK,unreviewed,Putative Lipoprotein,PP_4920,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),248,PP_4920,PP_4920,PP_4920
240,Q88DA6,Q88DA6_PSEPK,unreviewed,"Transporter, NCS1 nucleoside transporter family",PP_4921,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),427,PP_4921,PP_4921,PP_4921
5213,Q88DA5,THIC_PSEPK,reviewed,Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC),thiC PP_4922,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),626,thiC,PP_4922,thiC
735,Q88DA4,Q88DA4_PSEPK,unreviewed,Outer membrane efflux protein,PP_4923,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),477,PP_4923,PP_4923,PP_4923
1953,Q88DA3,Q88DA3_PSEPK,unreviewed,"Serine protease, subtilase family",PP_4924,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),1805,PP_4924,PP_4924,PP_4924
881,Q88DA2,Q88DA2_PSEPK,unreviewed,Uncharacterized protein,PP_4925,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),269,PP_4925,PP_4925,PP_4925
375,Q88DA1,Q88DA1_PSEPK,unreviewed,Membrane fusion protein (MFP) family protein,PP_4926,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),472,PP_4926,PP_4926,PP_4926
1867,Q88DA0,Q88DA0_PSEPK,unreviewed,Cyclolysin secretion/processing ATP-binding protein CyaB (EC 3.4.22.-),cyaB PP_4927,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),731,cyaB,PP_4927,cyaB
3869,Q88D99,Q88D99_PSEPK,unreviewed,3-deoxy-D-manno-octulosonic acid transferase (Kdo transferase) (EC 2.4.99.12) (Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase),waaA PP_4928,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),423,waaA,PP_4928,waaA
348,Q88D98,Q88D98_PSEPK,unreviewed,"Transcriptional regulator, LysR family",PP_4929,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),301,PP_4929,PP_4929,PP_4929
1756,Q88D97,Q88D97_PSEPK,unreviewed,Putative small multidrug resistance protein,emrE PP_4930,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),110,emrE,PP_4930,emrE
2002,Q88D96,Q88D96_PSEPK,unreviewed,DAO domain-containing protein,PP_4931,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),391,PP_4931,PP_4931,PP_4931
4032,Q88D95,Q88D95_PSEPK,unreviewed,Putative D-arabinose 1-dehydrogenase (EC 1.1.1.116),PP_4932,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),270,PP_4932,PP_4932,PP_4932
3713,Q88D94,Q88D94_PSEPK,unreviewed,Uncharacterized protein,PP_4933,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),322,PP_4933,PP_4933,PP_4933
5061,Q88D93,HLDE_PSEPK,reviewed,Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)],hldE rfaE PP_4934,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),473,hldE,PP_4934,hldE
5081,Q88D92,MSBA_PSEPK,reviewed,ATP-dependent lipid A-core flippase (EC 7.5.2.6) (Lipid A export ATP-binding/permease protein MsbA),msbA PP_4935,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),602,msbA,PP_4935,msbA
457,Q88D91,Q88D91_PSEPK,unreviewed,O-antigen polymerase,wzy PP_4936,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),391,wzy,PP_4936,wzy
137,Q88D90,Q88D90_PSEPK,unreviewed,Toluene tolerance protein,PP_4937,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),201,PP_4937,PP_4937,PP_4937
3956,Q88D89,Q88D89_PSEPK,unreviewed,Putative Glycosyl transferase,PP_4938,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),379,PP_4938,PP_4938,PP_4938
3155,Q88D88,Q88D88_PSEPK,unreviewed,Uncharacterized protein,PP_4939,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440),257,PP_4939,PP_4939,PP_4939
